net,length_um
net980,5.12
net1104,5.12
net1198,5.12
_2638_,5.1
net956,5.1
_0073_,5.095
_0115_,5.095
_0124_,5.095
_0151_,5.095
_0220_,5.095
_0229_,5.095
_0317_,5.095
_0409_,5.095
_0427_,5.095
_0434_,5.095
_0526_,5.095
net523,5.06
net638,5.06
net677,5.06
net1056,5.06
_0139_,5.045
_0209_,5.045
_0796_,5.045
_0907_,5.045
_0363_,5.04
net417,5.04
_1693_,5.02
_2631_,5.02
regfile_inst.registers\[9\]\[0\],5.02
net895,5.02
_0127_,4.985
_0676_,4.985
_0145_,4.975
_0599_,4.975
_0755_,4.975
_0938_,4.975
_0094_,4.945
_2407_,4.94
_2421_,4.94
_2513_,4.94
_1852_,4.92
_2595_,4.92
_3010_,4.92
_3156_,4.92
_3162_,4.92
_3464_,4.92
_3547_,4.92
_3586_,4.92
_3796_,4.92
net565,4.92
net706,4.92
net722,4.92
_0343_,4.895
_0283_,4.885
_0301_,4.885
_0439_,4.885
_0824_,4.885
_0826_,4.885
_1549_,4.88
_1785_,4.88
_1791_,4.88
_2122_,4.88
_2548_,4.88
_2556_,4.88
_2582_,4.88
_2741_,4.88
_3035_,4.88
_3049_,4.88
_3095_,4.88
_3293_,4.88
_3434_,4.88
_3446_,4.88
_3456_,4.88
_3748_,4.88
_3822_,4.88
_4016_,4.88
_4036_,4.88
_4071_,4.88
net180,4.88
net198,4.88
net526,4.88
_0849_,4.865
RD1[0],4.85
RD1[10],4.85
RD1[11],4.85
RD1[12],4.85
RD1[14],4.85
RD1[15],4.85
RD1[16],4.85
RD1[17],4.85
RD1[19],4.85
RD1[1],4.85
RD1[20],4.85
RD1[21],4.85
RD1[22],4.85
RD1[23],4.85
RD1[24],4.85
RD1[25],4.85
RD1[26],4.85
RD1[2],4.85
RD1[3],4.85
RD1[4],4.85
RD1[5],4.85
RD1[6],4.85
RD1[7],4.85
RD1[8],4.85
RD1[9],4.85
RD2[10],4.85
RD2[11],4.85
RD2[12],4.85
RD2[13],4.85
RD2[15],4.85
RD2[16],4.85
RD2[17],4.85
RD2[18],4.85
RD2[1],4.85
RD2[20],4.85
RD2[21],4.85
RD2[22],4.85
RD2[23],4.85
RD2[24],4.85
RD2[25],4.85
RD2[26],4.85
RD2[27],4.85
RD2[28],4.85
RD2[2],4.85
RD2[9],4.85
outputC[10],4.85
outputC[11],4.85
outputC[13],4.85
outputC[16],4.85
outputC[19],4.85
outputC[20],4.85
outputC[21],4.85
outputC[22],4.85
outputC[24],4.85
outputC[25],4.85
outputC[27],4.85
outputC[28],4.85
outputC[29],4.85
outputC[2],4.85
outputC[30],4.85
outputC[3],4.85
outputC[4],4.85
outputC[6],4.85
outputC[8],4.85
outputC[9],4.85
_0067_,4.845
_0077_,4.845
_0078_,4.845
_0298_,4.845
_0350_,4.845
_0403_,4.845
_0565_,4.845
_0574_,4.845
_0693_,4.845
_0698_,4.845
_0774_,4.845
_0870_,4.845
_0883_,4.845
_2843_,4.82
_3089_,4.82
_3147_,4.82
_3314_,4.82
_3849_,4.82
_3957_,4.82
_0026_,4.805
_0568_,4.805
_0876_,4.805
_1839_,4.8
_1934_,4.8
_2331_,4.8
_3017_,4.8
_3057_,4.8
_3161_,4.8
_3218_,4.8
_3300_,4.8
_3389_,4.8
_3397_,4.8
_3458_,4.8
_3771_,4.8
_3916_,4.8
_3960_,4.8
_4066_,4.8
_4074_,4.8
net210,4.8
net448,4.8
net454,4.8
net561,4.8
net591,4.8
net605,4.8
net699,4.8
net801,4.8
net1149,4.8
_0274_,4.785
_0969_,4.785
_1044_,4.775
_1176_,4.76
_1463_,4.76
_3074_,4.76
_3158_,4.76
_3366_,4.76
_3678_,4.76
_3740_,4.76
_3802_,4.76
_3894_,4.76
_3944_,4.76
net623,4.76
net732,4.76
net848,4.76
net941,4.76
_0030_,4.755
_0296_,4.755
_2180_,4.735
_0014_,4.725
_0603_,4.72
_0511_,4.705
_0566_,4.705
_0015_,4.7
_0091_,4.7
_0260_,4.7
_0678_,4.7
_0710_,4.7
_0713_,4.7
_0953_,4.7
_2018_,4.7
net278,4.7
net468,4.7
net643,4.7
net650,4.7
net854,4.7
net927,4.7
net1020,4.7
net1159,4.7
net269,4.68
net1182,4.68
_1168_,4.66
_1742_,4.66
net288,4.66
net295,4.66
net342,4.66
net349,4.66
net358,4.66
net367,4.66
net430,4.66
net519,4.66
net600,4.66
net621,4.66
net806,4.66
net963,4.66
net1063,4.66
net1176,4.66
net1188,4.66
_0025_,4.625
_0321_,4.625
_0452_,4.625
_0727_,4.625
_0943_,4.625
_1139_,4.6
net579,4.6
net589,4.6
net1015,4.6
_0033_,4.585
_0096_,4.585
_0171_,4.585
_0242_,4.585
_0338_,4.585
_0504_,4.585
_0586_,4.585
_0623_,4.585
_0789_,4.585
_0992_,4.585
_1354_,4.58
_1485_,4.58
_2041_,4.58
net593,4.58
_2522_,4.56
net688,4.56
net762,4.56
_0922_,4.555
net1207,4.54
_0432_,4.525
_0627_,4.525
_1533_,4.485
_1127_,4.48
_2509_,4.48
_2600_,4.48
_2614_,4.48
_1822_,4.46
_1923_,4.46
_2428_,4.46
_2437_,4.46
_2468_,4.46
_3283_,4.46
_3388_,4.46
_3505_,4.46
_3609_,4.46
_3665_,4.46
_3688_,4.46
_3766_,4.46
_4041_,4.46
_4049_,4.46
net771,4.46
net840,4.46
net1127,4.46
_2455_,4.45
_3003_,4.44
_0636_,4.435
_0982_,4.435
_0074_,4.425
_0228_,4.425
_0476_,4.425
_0618_,4.425
_0737_,4.425
_0751_,4.425
_0752_,4.425
_0971_,4.425
_1631_,4.42
_3110_,4.42
_3144_,4.42
_3150_,4.42
_3193_,4.42
_3216_,4.42
_3367_,4.42
_3418_,4.42
_3496_,4.42
_3895_,4.42
_3899_,4.42
_4050_,4.42
_4079_,4.42
_0148_,4.385
_0717_,4.385
_0850_,4.385
_0988_,4.385
_2704_,4.36
_2971_,4.36
_3136_,4.36
_3549_,4.36
_3764_,4.36
_3866_,4.36
_1603_,4.34
_2037_,4.34
_3133_,4.34
_3135_,4.34
_3143_,4.34
_3198_,4.34
_3520_,4.34
_3781_,4.34
_3819_,4.34
_3865_,4.34
_3915_,4.34
_3936_,4.34
net232,4.34
net276,4.34
net286,4.34
net316,4.34
net320,4.34
net341,4.34
net353,4.34
net420,4.34
net441,4.34
net462,4.34
net463,4.34
net471,4.34
net892,4.34
_0307_,4.325
_0367_,4.325
_0458_,4.315
_0062_,4.295
_0305_,4.295
_0967_,4.295
_0373_,4.265
_0256_,4.24
_0410_,4.24
_0551_,4.24
_0596_,4.24
_0695_,4.24
_0932_,4.24
_1481_,4.24
_1848_,4.24
_2094_,4.24
net332,4.24
net374,4.24
net433,4.24
net485,4.24
net563,4.24
net627,4.24
net876,4.24
net1116,4.24
net1173,4.24
_3375_,4.22
net436,4.22
net633,4.22
_1144_,4.2
_1226_,4.2
_1238_,4.2
_1391_,4.2
_2151_,4.2
_3844_,4.2
net268,4.2
net355,4.2
net383,4.2
net386,4.2
net478,4.2
net524,4.2
net548,4.2
net649,4.2
net747,4.2
net765,4.2
net898,4.2
net981,4.2
net1051,4.2
net1210,4.2
_0177_,4.165
_0183_,4.165
_0239_,4.165
_0792_,4.165
_0901_,4.165
_0186_,4.145
_0655_,4.145
_0835_,4.145
_1048_,4.14
net348,4.14
net1105,4.14
net1121,4.14
net1180,4.14
net1183,4.14
_2624_,4.135
_0276_,4.125
_0494_,4.125
_0773_,4.125
_1006_,4.125
_0832_,4.12
_1513_,4.12
_1806_,4.12
_3541_,4.12
net1196,4.12
_1884_,4.1
_1515_,4.095
_0158_,4.085
_0454_,4.065
_0700_,4.065
_0066_,4.045
_0329_,4.045
_0392_,4.045
_0397_,4.045
_1328_,4.02
_2577_,4.02
_1846_,4
_2808_,4
_3159_,4
_3181_,4
_3440_,4
_3633_,4
_3639_,4
_3640_,4
_3701_,4
_3711_,4
_3811_,4
_3830_,4
_3881_,4
_4030_,4
net550,4
net652,4
net822,4
net1041,4
net1065,4
net1148,4
_0471_,3.975
_0539_,3.975
_0011_,3.965
_0070_,3.965
_0092_,3.965
_0162_,3.965
_0179_,3.965
_0213_,3.965
_0346_,3.965
_0418_,3.965
_0520_,3.965
_0814_,3.965
_0839_,3.965
_0647_,3.945
_1000_,3.945
_0223_,3.925
_0234_,3.925
_0270_,3.925
_0306_,3.925
_0634_,3.925
_0701_,3.925
_0999_,3.925
_1345_,3.905
_0800_,3.9
_2977_,3.9
_3039_,3.9
_3053_,3.9
_3170_,3.9
_3253_,3.9
_3508_,3.9
_3765_,3.9
_3940_,3.9
_4015_,3.9
_4043_,3.9
_1496_,3.88
_2420_,3.88
_2907_,3.88
_3015_,3.88
_3364_,3.88
_3602_,3.88
_3650_,3.88
_3654_,3.88
_3679_,3.88
_3708_,3.88
_4060_,3.88
net219,3.88
net220,3.88
net601,3.88
net620,3.88
net1098,3.88
_0069_,3.875
_0072_,3.805
_0406_,3.805
_0803_,3.805
_0080_,3.8
_0808_,3.8
_0369_,3.785
_0000_,3.78
_0041_,3.78
_0102_,3.78
_0377_,3.78
_0451_,3.78
_0455_,3.78
_0619_,3.78
_0658_,3.78
_0756_,3.78
_0900_,3.78
_1372_,3.78
net285,3.78
net287,3.78
net311,3.78
net327,3.78
net346,3.78
net397,3.78
net429,3.78
net477,3.78
net489,3.78
net592,3.78
net667,3.78
net668,3.78
net772,3.78
net942,3.78
net965,3.78
net1003,3.78
net1168,3.78
net1220,3.78
_2674_,3.76
net393,3.76
net400,3.76
net505,3.76
net539,3.76
net607,3.76
_1073_,3.74
_1556_,3.74
net345,3.74
net493,3.74
net547,3.74
net1014,3.74
net1017,3.74
_0414_,3.705
_0669_,3.705
net216,3.68
net226,3.68
net266,3.68
net869,3.68
net945,3.68
net1144,3.68
_1975_,3.66
net290,3.66
net949,3.66
_0506_,3.635
_0514_,3.635
_0495_,3.625
_0607_,3.625
_0265_,3.605
_0308_,3.585
_0734_,3.585
_0741_,3.565
_1834_,3.56
_1313_,3.54
_2229_,3.54
_2668_,3.54
_2813_,3.54
_2964_,3.54
_3052_,3.54
_3115_,3.54
_3148_,3.54
_3268_,3.54
_3387_,3.54
_3407_,3.54
_3408_,3.54
_3409_,3.54
_3411_,3.54
_3493_,3.54
_3517_,3.54
_3550_,3.54
_3595_,3.54
_3710_,3.54
_3892_,3.54
_4029_,3.54
_4045_,3.54
net350,3.54
net536,3.54
net585,3.54
net598,3.54
net858,3.54
net1135,3.54
net1165,3.54
_0184_,3.515
_0035_,3.505
_0100_,3.505
_0412_,3.505
_0567_,3.505
_0931_,3.495
_0055_,3.465
_0058_,3.465
_0150_,3.465
_0169_,3.465
_0182_,3.465
_0316_,3.465
_0499_,3.465
_0528_,3.465
_0797_,3.465
_0888_,3.465
_0049_,3.44
_0198_,3.44
_1944_,3.44
_3335_,3.44
_3495_,3.44
_3612_,3.44
_3734_,3.44
_3998_,3.44
_4048_,3.44
net273,3.44
_1141_,3.42
_1193_,3.42
_1285_,3.42
_1302_,3.42
_1478_,3.42
_1612_,3.42
_1749_,3.42
_1797_,3.42
_2067_,3.42
_2800_,3.42
_2942_,3.42
_2958_,3.42
_3094_,3.42
_3149_,3.42
_3200_,3.42
_3206_,3.42
_3414_,3.42
_3532_,3.42
_3575_,3.42
_3666_,3.42
_3722_,3.42
_3729_,3.42
_3841_,3.42
_3874_,3.42
_3918_,3.42
_3928_,3.42
net215,3.42
net326,3.42
net333,3.42
net402,3.42
net406,3.42
net495,3.42
net569,3.42
net827,3.42
net837,3.42
net925,3.42
net1156,3.42
_1045_,3.415
_0105_,3.405
_0226_,3.405
_0281_,3.405
_0480_,3.405
_0766_,3.405
_0716_,3.395
_1131_,3.395
_0793_,3.375
_0902_,3.375
_0123_,3.345
_0224_,3.345
_0639_,3.345
_0714_,3.345
_0788_,3.345
_0798_,3.345
_0910_,3.345
_0024_,3.34
_0233_,3.34
_0235_,3.34
_1037_,3.34
_0113_,3.32
_0327_,3.32
_0366_,3.32
_0728_,3.32
_0867_,3.32
_0963_,3.32
_1384_,3.32
_1421_,3.32
_1598_,3.32
_2015_,3.32
_2137_,3.32
net240,3.32
net293,3.32
net324,3.32
net335,3.32
net365,3.32
net421,3.32
net428,3.32
net521,3.32
net549,3.32
net555,3.32
net636,3.32
net642,3.32
net719,3.32
net729,3.32
net736,3.32
net829,3.32
net1107,3.32
net1147,3.32
net1175,3.32
net1194,3.32
net1206,3.32
_1184_,3.31
net811,3.3
net881,3.3
_0120_,3.295
_0449_,3.295
_0990_,3.295
_0083_,3.245
_0122_,3.245
_0374_,3.245
_0525_,3.245
_0554_,3.245
_0852_,3.245
_0905_,3.245
_0997_,3.245
_0129_,3.225
_0360_,3.225
_0478_,3.225
_0635_,3.225
_0795_,3.225
_0877_,3.225
_1460_,3.22
_1758_,3.22
_1813_,3.22
net248,3.22
net258,3.22
net378,3.22
net412,3.22
net439,3.22
net511,3.22
net562,3.22
net657,3.22
net664,3.22
net679,3.22
net701,3.22
net718,3.22
net724,3.22
net744,3.22
net763,3.22
net873,3.22
net994,3.22
net1049,3.22
_0064_,3.2
_0187_,3.2
net218,3.2
net319,3.2
_1560_,3.19
_0721_,3.175
_0791_,3.175
_1012_,3.175
_0126_,3.165
_0337_,3.165
_0356_,3.165
_0358_,3.165
_0515_,3.165
_0121_,3.145
_0908_,3.145
_0542_,3.125
_0729_,3.125
_1605_,3.125
_2576_,3.1
_2590_,3.1
_1571_,3.08
_1769_,3.08
_1878_,3.08
_1882_,3.08
_1902_,3.08
_2002_,3.08
_2386_,3.08
_2540_,3.08
_2770_,3.08
_2975_,3.08
_3004_,3.08
_3011_,3.08
_3018_,3.08
_3291_,3.08
_3302_,3.08
_3356_,3.08
_3416_,3.08
_3429_,3.08
_3476_,3.08
_3655_,3.08
_3674_,3.08
_4028_,3.08
_4057_,3.08
net504,3.08
net843,3.08
net863,3.08
net923,3.08
net983,3.08
net1031,3.08
net1066,3.08
net1103,3.08
net1174,3.08
_1004_,3.06
_0984_,3.055
_0039_,3.045
_0082_,3.045
_0161_,3.045
_0241_,3.045
_0395_,3.045
_0421_,3.045
_0684_,3.045
_0747_,3.045
_0777_,3.045
_0915_,3.045
_0993_,3.045
_1008_,3.045
_0052_,3.005
_0160_,3.005
_0553_,3.005
_0579_,3.005
_0597_,3.005
_0842_,3.005
_0964_,3.005
_1020_,3.005
_2841_,2.98
_2880_,2.98
_2996_,2.98
_3016_,2.98
_3137_,2.98
_3213_,2.98
_3436_,2.98
_3577_,2.98
_3592_,2.98
_3673_,2.98
_3694_,2.98
_3760_,2.98
_3920_,2.98
_1550_,2.96
_1880_,2.96
_1983_,2.96
_1996_,2.96
_2406_,2.96
_2491_,2.96
_2531_,2.96
_2913_,2.96
_2983_,2.96
_3020_,2.96
_3075_,2.96
_3365_,2.96
_3412_,2.96
_3424_,2.96
_3439_,2.96
_3489_,2.96
_3570_,2.96
_3572_,2.96
_3614_,2.96
_3693_,2.96
_3785_,2.96
_3829_,2.96
_3863_,2.96
_4013_,2.96
net231,2.96
net246,2.96
net363,2.96
net381,2.96
net394,2.96
net459,2.96
net611,2.96
net674,2.96
net741,2.96
net835,2.96
_0302_,2.945
_0813_,2.945
_1013_,2.945
_0780_,2.935
_0958_,2.935
_2414_,2.925
_0172_,2.885
_0190_,2.885
_0382_,2.885
_0404_,2.885
_0413_,2.885
_0705_,2.885
_0738_,2.885
_0838_,2.885
_0047_,2.88
_0275_,2.88
_0339_,2.88
_0629_,2.88
_0809_,2.88
_0032_,2.86
_0149_,2.86
_0159_,2.86
_0197_,2.86
_0507_,2.86
_0546_,2.86
_0578_,2.86
_0582_,2.86
_0708_,2.86
_0724_,2.86
_0764_,2.86
_0848_,2.86
_0854_,2.86
_0914_,2.86
_0929_,2.86
_1357_,2.86
_1804_,2.86
_1832_,2.86
_1893_,2.86
net328,2.86
net440,2.86
net512,2.86
net528,2.86
net576,2.86
net596,2.86
net618,2.86
net630,2.86
net727,2.86
net748,2.86
net788,2.86
net833,2.86
net910,2.86
net930,2.86
net962,2.86
net1062,2.86
net1208,2.86
_1499_,2.84
_2182_,2.84
net940,2.84
_0825_,2.835
_1023_,2.835
_0128_,2.785
_0174_,2.785
_0216_,2.785
_0442_,2.785
_0778_,2.785
_1005_,2.785
_1336_,2.76
_1617_,2.76
_2021_,2.76
_2107_,2.76
net416,2.76
net419,2.76
net443,2.76
net451,2.76
net480,2.76
net554,2.76
net625,2.76
net660,2.76
net669,2.76
net671,2.76
net690,2.76
net710,2.76
net917,2.76
net921,2.76
net950,2.76
net959,2.76
net1001,2.76
net1023,2.76
net1064,2.76
net1077,2.76
net1087,2.76
net1120,2.76
net1128,2.76
net1134,2.76
net1141,2.76
net1146,2.76
net1154,2.76
net1158,2.76
net1161,2.76
net1167,2.76
net1170,2.76
net1178,2.76
net1203,2.76
_1244_,2.74
_1925_,2.74
_1998_,2.74
_2662_,2.74
net250,2.74
net789,2.74
net1153,2.74
_1910_,2.72
_2647_,2.72
_0106_,2.715
_0114_,2.715
_0155_,2.715
_0263_,2.715
_0289_,2.715
_0315_,2.715
_0378_,2.715
_0381_,2.715
_0387_,2.715
_0453_,2.715
_0562_,2.715
_0646_,2.715
_0790_,2.715
_0815_,2.715
_0830_,2.715
_0856_,2.715
_0268_,2.705
_0271_,2.705
_0297_,2.705
_0469_,2.705
_0473_,2.705
_0537_,2.705
_0575_,2.705
_0611_,2.705
_0617_,2.705
_0853_,2.705
_0864_,2.705
_0866_,2.705
_0961_,2.705
_0991_,2.705
_1021_,2.705
_1621_,2.64
_1985_,2.64
_2146_,2.64
_2364_,2.64
_2558_,2.64
_2722_,2.64
_1081_,2.62
_1375_,2.62
_1715_,2.62
_1735_,2.62
_2274_,2.62
_2398_,2.62
_2422_,2.62
_2487_,2.62
_2496_,2.62
_2711_,2.62
_2818_,2.62
_2855_,2.62
_2966_,2.62
_3063_,2.62
_3107_,2.62
_3142_,2.62
_3399_,2.62
_3426_,2.62
_3557_,2.62
_3669_,2.62
_3733_,2.62
_3763_,2.62
_3778_,2.62
_4033_,2.62
_4064_,2.62
_4077_,2.62
net391,2.62
net513,2.62
net635,2.62
net707,2.62
net759,2.62
net1016,2.62
net1131,2.62
net1142,2.62
net1191,2.62
net1216,2.62
_0188_,2.595
_0192_,2.595
_0371_,2.595
_0533_,2.595
_0709_,2.595
_0924_,2.595
_0140_,2.585
_0769_,2.585
_0952_,2.585
_0957_,2.585
_0995_,2.585
_1003_,2.585
_2526_,2.57
_0019_,2.545
_0205_,2.545
_0237_,2.545
_0251_,2.545
_0269_,2.545
_0285_,2.545
_0347_,2.545
_0486_,2.545
_0493_,2.545
_0559_,2.545
_0692_,2.545
_0726_,2.545
_0886_,2.545
_0920_,2.545
_0934_,2.545
_0944_,2.545
_0309_,2.52
_0466_,2.52
_1042_,2.52
_1953_,2.52
_2930_,2.52
_3040_,2.52
_3195_,2.52
_3321_,2.52
_3352_,2.52
_3383_,2.52
_3433_,2.52
_3540_,2.52
_3690_,2.52
_3759_,2.52
_3861_,2.52
_3883_,2.52
_3888_,2.52
_4076_,2.52
_1110_,2.5
_1151_,2.5
_1199_,2.5
_1241_,2.5
_1809_,2.5
_2139_,2.5
_2142_,2.5
_2370_,2.5
_2426_,2.5
_2432_,2.5
_2549_,2.5
_2653_,2.5
_2778_,2.5
_2784_,2.5
_2812_,2.5
_2827_,2.5
_2990_,2.5
_3001_,2.5
_3014_,2.5
_3120_,2.5
_3157_,2.5
_3180_,2.5
_3219_,2.5
_3402_,2.5
_3421_,2.5
_3632_,2.5
_3648_,2.5
_3725_,2.5
_3737_,2.5
_3739_,2.5
_3806_,2.5
_3835_,2.5
_3857_,2.5
_3859_,2.5
net177,2.5
net298,2.5
net366,2.5
net469,2.5
net472,2.5
net532,2.5
net673,2.5
net769,2.5
net783,2.5
net805,2.5
net812,2.5
net879,2.5
net912,2.5
net1034,2.5
net1039,2.5
net1061,2.5
_0805_,2.495
_0007_,2.485
_0097_,2.485
_0130_,2.485
_0132_,2.485
_0180_,2.485
_0215_,2.485
_0310_,2.485
_0522_,2.485
_0555_,2.485
_0556_,2.485
_0585_,2.485
_0605_,2.485
_0666_,2.485
_0667_,2.485
_0668_,2.485
_0703_,2.485
_0820_,2.485
_0823_,2.485
_0979_,2.485
_1047_,2.485
_2680_,2.44
_0834_,2.425
_0004_,2.42
_0063_,2.42
_0085_,2.42
_0164_,2.42
_0194_,2.42
_0294_,2.42
_0328_,2.42
_0372_,2.42
_0375_,2.42
_0438_,2.42
_0460_,2.42
_0616_,2.42
_0822_,2.42
_0863_,2.42
_0895_,2.42
_0960_,2.42
_0965_,2.42
_0966_,2.42
_0981_,2.42
_0989_,2.42
_1039_,2.42
_1255_,2.4
_1400_,2.4
_2084_,2.4
_2144_,2.4
_2754_,2.4
net308,2.4
net377,2.4
net405,2.4
net446,2.4
net484,2.4
net490,2.4
net499,2.4
net530,2.4
net534,2.4
net557,2.4
net573,2.4
net612,2.4
net613,2.4
net705,2.4
net715,2.4
net839,2.4
net902,2.4
net934,2.4
net939,2.4
net1029,2.4
net1072,2.4
net1078,2.4
net1119,2.4
net1186,2.4
_1330_,2.39
_3061_,2.38
net1200,2.38
_0147_,2.375
_0227_,2.375
_0246_,2.375
_0254_,2.375
_0273_,2.375
_0385_,2.375
_0461_,2.375
_0690_,2.375
_0768_,2.375
_0881_,2.375
_1001_,2.375
_1019_,2.375
_3724_,2.375
_0119_,2.325
_0138_,2.325
_0175_,2.325
_0189_,2.325
_0206_,2.325
_0320_,2.325
_0330_,2.325
_0490_,2.325
_0570_,2.325
_0588_,2.325
_0621_,2.325
_0723_,2.325
_0731_,2.325
_0783_,2.325
_0804_,2.325
_0806_,2.325
_0896_,2.325
_0904_,2.325
_1018_,2.325
_1240_,2.3
_1268_,2.3
_1288_,2.3
_1322_,2.3
_1402_,2.3
_1523_,2.3
_1683_,2.3
_1843_,2.3
_1887_,2.3
_1907_,2.3
_1933_,2.3
_2101_,2.3
_2104_,2.3
_2626_,2.3
net211,2.3
net212,2.3
net221,2.3
net224,2.3
net229,2.3
net238,2.3
net244,2.3
net247,2.3
net256,2.3
net260,2.3
net261,2.3
net264,2.3
net265,2.3
net270,2.3
net272,2.3
net280,2.3
net291,2.3
net296,2.3
net300,2.3
net302,2.3
net304,2.3
net306,2.3
net313,2.3
net318,2.3
net325,2.3
net334,2.3
net336,2.3
net338,2.3
net339,2.3
net340,2.3
net344,2.3
net351,2.3
net352,2.3
net357,2.3
net360,2.3
net362,2.3
net364,2.3
net376,2.3
net384,2.3
net403,2.3
net404,2.3
net409,2.3
net410,2.3
net411,2.3
net413,2.3
net414,2.3
net415,2.3
net422,2.3
net425,2.3
net447,2.3
net460,2.3
net461,2.3
net465,2.3
net473,2.3
net475,2.3
net483,2.3
net486,2.3
net488,2.3
net494,2.3
net500,2.3
net510,2.3
net520,2.3
net527,2.3
net529,2.3
net537,2.3
net540,2.3
net545,2.3
net552,2.3
net564,2.3
net578,2.3
net583,2.3
net584,2.3
net587,2.3
net595,2.3
net602,2.3
net603,2.3
net606,2.3
net617,2.3
net622,2.3
net628,2.3
net632,2.3
net644,2.3
net654,2.3
net656,2.3
net658,2.3
net659,2.3
net670,2.3
net672,2.3
net675,2.3
net681,2.3
net686,2.3
net696,2.3
net697,2.3
net700,2.3
net711,2.3
net717,2.3
net733,2.3
net734,2.3
net737,2.3
net739,2.3
net750,2.3
net753,2.3
net754,2.3
net766,2.3
net770,2.3
net781,2.3
net786,2.3
net790,2.3
net799,2.3
net803,2.3
net809,2.3
net816,2.3
net830,2.3
net850,2.3
net855,2.3
net865,2.3
net872,2.3
net874,2.3
net886,2.3
net890,2.3
net918,2.3
net929,2.3
net931,2.3
net933,2.3
net952,2.3
net953,2.3
net977,2.3
net978,2.3
net982,2.3
net987,2.3
net998,2.3
net1006,2.3
net1010,2.3
net1027,2.3
net1028,2.3
net1032,2.3
net1038,2.3
net1047,2.3
net1057,2.3
net1068,2.3
net1082,2.3
net1083,2.3
net1085,2.3
net1088,2.3
net1090,2.3
net1091,2.3
net1102,2.3
net1122,2.3
net1124,2.3
net1139,2.3
net1152,2.3
net1189,2.3
net1190,2.3
net1195,2.3
net1218,2.3
net1229,2.3
_1245_,2.28
_1423_,2.28
_1900_,2.28
_1911_,2.28
_0031_,2.255
_0247_,2.255
_0334_,2.255
_0341_,2.255
_0386_,2.255
_0441_,2.255
_0450_,2.255
_0479_,2.255
_0583_,2.255
_0707_,2.255
_1002_,2.255
_2562_,2.23
_0314_,2.225
_0962_,2.225
_0042_,2.205
_0278_,2.205
_0436_,2.205
_1709_,2.18
_2396_,2.18
_2790_,2.18
_2650_,2.175
_1116_,2.16
_1593_,2.16
_1826_,2.16
_1866_,2.16
_1927_,2.16
_2014_,2.16
_2131_,2.16
_2411_,2.16
_2440_,2.16
_2502_,2.16
_2517_,2.16
_2535_,2.16
_2669_,2.16
_2714_,2.16
_2734_,2.16
_2806_,2.16
_2893_,2.16
_3088_,2.16
_3122_,2.16
_3377_,2.16
_3384_,2.16
_3449_,2.16
_3474_,2.16
_3582_,2.16
_3637_,2.16
_3703_,2.16
_3720_,2.16
_3805_,2.16
_3972_,2.16
_3975_,2.16
_3989_,2.16
_4022_,2.16
net174,2.16
net202,2.16
net203,2.16
net531,2.16
net533,2.16
net683,2.16
net875,2.16
net948,2.16
net1075,2.16
net1093,2.16
net1212,2.16
_3477_,2.15
_0005_,2.125
_0037_,2.125
_0060_,2.125
_0243_,2.125
_0253_,2.125
_0311_,2.125
_0322_,2.125
_0443_,2.125
_0457_,2.125
_0463_,2.125
_0489_,2.125
_0498_,2.125
_0517_,2.125
_0577_,2.125
_0674_,2.125
_0762_,2.125
_0829_,2.125
_0882_,2.125
_1016_,2.125
_1017_,2.125
_0021_,2.085
_0068_,2.085
_0257_,2.085
_0264_,2.085
_0345_,2.085
_0357_,2.085
_0370_,2.085
_0390_,2.085
_0398_,2.085
_0521_,2.085
_0549_,2.085
_0589_,2.085
_0675_,2.085
_0688_,2.085
_0746_,2.085
_0923_,2.085
_0571_,2.08
_0657_,2.08
_1276_,2.06
_1820_,2.06
_2775_,2.06
_2883_,2.06
_2887_,2.06
_2985_,2.06
_3023_,2.06
_3031_,2.06
_3033_,2.06
_3038_,2.06
_3108_,2.06
_3119_,2.06
_3130_,2.06
_3131_,2.06
_3139_,2.06
_3167_,2.06
_3194_,2.06
_3201_,2.06
_3371_,2.06
_3422_,2.06
_3427_,2.06
_3430_,2.06
_3431_,2.06
_3448_,2.06
_3487_,2.06
_3545_,2.06
_3561_,2.06
_3634_,2.06
_3644_,2.06
_3645_,2.06
_3649_,2.06
_3719_,2.06
_3735_,2.06
_3736_,2.06
_3744_,2.06
_3761_,2.06
_3775_,2.06
_3782_,2.06
_3797_,2.06
_3838_,2.06
_3853_,2.06
_3878_,2.06
_3956_,2.06
_3961_,2.06
_3976_,2.06
_3987_,2.06
_4032_,2.06
_4037_,2.06
_4046_,2.06
_4047_,2.06
_4067_,2.06
_1190_,2.04
_1727_,2.04
_2061_,2.04
_2458_,2.04
_2499_,2.04
_2594_,2.04
_2723_,2.04
_2779_,2.04
_2793_,2.04
_2803_,2.04
_3128_,2.04
_3138_,2.04
_3340_,2.04
_3437_,2.04
_3845_,2.04
_3877_,2.04
net235,2.04
net323,2.04
net343,2.04
net426,2.04
net694,2.04
net814,2.04
net853,2.04
net1000,2.04
_0323_,2.035
_0431_,2.035
_0002_,2.025
_0003_,2.025
_0008_,2.025
_0038_,2.025
_0065_,2.025
_0071_,2.025
_0079_,2.025
_0098_,2.025
_0099_,2.025
_0142_,2.025
_0143_,2.025
_0157_,2.025
_0167_,2.025
_0211_,2.025
_0230_,2.025
